"student_code","full_name","class_name","gender","dob","email","login_password","current_address"
"CMS100193","Sok Piseth","8A","male","2012-01-25","sok.piseth.8a@school.edu","piseth25012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100194","Chan Piseth","8B","female","2012-02-26","chan.piseth.8b@school.edu","piseth26022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100195","Lim Piseth","8C","male","2012-03-27","lim.piseth.8c@school.edu","piseth27032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100196","Keo Piseth","8D","female","2012-04-28","keo.piseth.8d@school.edu","piseth28042012","Village 04 8D Preaek Pra Kampot"
"CMS100197","Phan Piseth","8E","male","2012-05-01","phan.piseth.8e@school.edu","piseth01052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100198","Meas Piseth","8F","female","2012-06-02","meas.piseth.8f@school.edu","piseth02062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100199","Ouk Piseth","8A","male","2012-07-03","ouk.piseth.8a@school.edu","piseth03072012","Village 07 8A Tuek Thla Takeo"
"CMS100200","Chhim Piseth","8B","female","2012-08-04","chhim.piseth.8b@school.edu","piseth04082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100201","Yin Piseth","8C","male","2012-09-05","yin.piseth.8c@school.edu","piseth05092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100202","Touch Piseth","8D","female","2012-10-06","touch.piseth.8d@school.edu","piseth06102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100203","Ngov Piseth","8E","male","2012-11-07","ngov.piseth.8e@school.edu","piseth07112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100204","Suon Piseth","8F","female","2012-12-08","suon.piseth.8f@school.edu","piseth08122012","Village 04 8F Preaek Pra Kampot"
"CMS100205","Prak Piseth","8A","male","2012-01-09","prak.piseth.8a@school.edu","piseth09012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100206","Kim Piseth","8B","female","2012-02-10","kim.piseth.8b@school.edu","piseth10022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100207","Chhay Piseth","8C","male","2012-03-11","chhay.piseth.8c@school.edu","piseth11032012","Village 07 8C Tuek Thla Takeo"
"CMS100208","Nou Piseth","8D","female","2012-04-12","nou.piseth.8d@school.edu","piseth12042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100209","Heng Piseth","8E","male","2012-05-13","heng.piseth.8e@school.edu","piseth13052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100210","Pen Piseth","8F","female","2012-06-14","pen.piseth.8f@school.edu","piseth14062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100211","Sam Piseth","8A","male","2012-07-15","sam.piseth.8a@school.edu","piseth15072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100212","Korng Piseth","8B","female","2012-08-16","korng.piseth.8b@school.edu","piseth16082012","Village 04 8B Preaek Pra Kampot"
"CMS100213","Ros Piseth","8C","male","2012-09-17","ros.piseth.8c@school.edu","piseth17092012","Village 05 8C Ta Khmau Phnom Penh"
"CMS100214","Chin Piseth","8D","female","2012-10-18","chin.piseth.8d@school.edu","piseth18102012","Village 06 8D Boeng Keng Kang Kandal"
"CMS100215","Mao Piseth","8E","male","2012-11-19","mao.piseth.8e@school.edu","piseth19112012","Village 07 8E Tuek Thla Takeo"
"CMS100216","Lay Piseth","8F","female","2012-12-20","lay.piseth.8f@school.edu","piseth20122012","Village 08 8F Prek Eng Kampong Cham"
"CMS100217","Vannak Piseth","8A","male","2012-01-21","vannak.piseth.8a@school.edu","piseth21012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100218","Sreypov Piseth","8B","female","2012-02-22","sreypov.piseth.8b@school.edu","piseth22022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100219","Rith Piseth","8C","male","2012-03-23","rith.piseth.8c@school.edu","piseth23032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100220","Borey Piseth","8D","female","2012-04-24","borey.piseth.8d@school.edu","piseth24042012","Village 04 8D Preaek Pra Kampot"
"CMS100221","Visal Piseth","8E","male","2012-05-25","visal.piseth.8e@school.edu","piseth25052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100222","Malis Piseth","8F","female","2012-06-26","malis.piseth.8f@school.edu","piseth26062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100223","Rattanak Piseth","8A","male","2012-07-27","rattanak.piseth.8a@school.edu","piseth27072012","Village 07 8A Tuek Thla Takeo"
"CMS100224","Sothea Piseth","8B","female","2012-08-28","sothea.piseth.8b@school.edu","piseth28082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100225","Sok Davy","8C","male","2012-09-01","sok.davy.8c@school.edu","davy01092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100226","Chan Davy","8D","female","2012-10-02","chan.davy.8d@school.edu","davy02102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100227","Lim Davy","8E","male","2012-11-03","lim.davy.8e@school.edu","davy03112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100228","Keo Davy","8F","female","2012-12-04","keo.davy.8f@school.edu","davy04122012","Village 04 8F Preaek Pra Kampot"
"CMS100229","Phan Davy","8A","male","2012-01-05","phan.davy.8a@school.edu","davy05012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100230","Meas Davy","8B","female","2012-02-06","meas.davy.8b@school.edu","davy06022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100231","Ouk Davy","8C","male","2012-03-07","ouk.davy.8c@school.edu","davy07032012","Village 07 8C Tuek Thla Takeo"
"CMS100232","Chhim Davy","8D","female","2012-04-08","chhim.davy.8d@school.edu","davy08042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100233","Yin Davy","8E","male","2012-05-09","yin.davy.8e@school.edu","davy09052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100234","Touch Davy","8F","female","2012-06-10","touch.davy.8f@school.edu","davy10062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100235","Ngov Davy","8A","male","2012-07-11","ngov.davy.8a@school.edu","davy11072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100236","Suon Davy","8B","female","2012-08-12","suon.davy.8b@school.edu","davy12082012","Village 04 8B Preaek Pra Kampot"
"CMS100237","Prak Davy","8C","male","2012-09-13","prak.davy.8c@school.edu","davy13092012","Village 05 8C Ta Khmau Phnom Penh"
"CMS100238","Kim Davy","8D","female","2012-10-14","kim.davy.8d@school.edu","davy14102012","Village 06 8D Boeng Keng Kang Kandal"
"CMS100239","Chhay Davy","8E","male","2012-11-15","chhay.davy.8e@school.edu","davy15112012","Village 07 8E Tuek Thla Takeo"
"CMS100240","Nou Davy","8F","female","2012-12-16","nou.davy.8f@school.edu","davy16122012","Village 08 8F Prek Eng Kampong Cham"
"CMS100241","Heng Davy","8A","male","2012-01-17","heng.davy.8a@school.edu","davy17012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100242","Pen Davy","8B","female","2012-02-18","pen.davy.8b@school.edu","davy18022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100243","Sam Davy","8C","male","2012-03-19","sam.davy.8c@school.edu","davy19032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100244","Korng Davy","8D","female","2012-04-20","korng.davy.8d@school.edu","davy20042012","Village 04 8D Preaek Pra Kampot"
"CMS100245","Ros Davy","8E","male","2012-05-21","ros.davy.8e@school.edu","davy21052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100246","Chin Davy","8F","female","2012-06-22","chin.davy.8f@school.edu","davy22062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100247","Mao Davy","8A","male","2012-07-23","mao.davy.8a@school.edu","davy23072012","Village 07 8A Tuek Thla Takeo"
"CMS100248","Lay Davy","8B","female","2012-08-24","lay.davy.8b@school.edu","davy24082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100249","Vannak Davy","8C","male","2012-09-25","vannak.davy.8c@school.edu","davy25092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100250","Sreypov Davy","8D","female","2012-10-26","sreypov.davy.8d@school.edu","davy26102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100251","Rith Davy","8E","male","2012-11-27","rith.davy.8e@school.edu","davy27112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100252","Borey Davy","8F","female","2012-12-28","borey.davy.8f@school.edu","davy28122012","Village 04 8F Preaek Pra Kampot"
"CMS100253","Visal Davy","8A","male","2012-01-01","visal.davy.8a@school.edu","davy01012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100254","Malis Davy","8B","female","2012-02-02","malis.davy.8b@school.edu","davy02022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100255","Rattanak Davy","8C","male","2012-03-03","rattanak.davy.8c@school.edu","davy03032012","Village 07 8C Tuek Thla Takeo"
"CMS100256","Sothea Davy","8D","female","2012-04-04","sothea.davy.8d@school.edu","davy04042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100257","Sok Sothea","8E","male","2012-05-05","sok.sothea.8e@school.edu","sothea05052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100258","Chan Sothea","8F","female","2012-06-06","chan.sothea.8f@school.edu","sothea06062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100259","Lim Sothea","8A","male","2012-07-07","lim.sothea.8a@school.edu","sothea07072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100260","Keo Sothea","8B","female","2012-08-08","keo.sothea.8b@school.edu","sothea08082012","Village 04 8B Preaek Pra Kampot"
"CMS100261","Phan Sothea","8C","male","2012-09-09","phan.sothea.8c@school.edu","sothea09092012","Village 05 8C Ta Khmau Phnom Penh"
"CMS100262","Meas Sothea","8D","female","2012-10-10","meas.sothea.8d@school.edu","sothea10102012","Village 06 8D Boeng Keng Kang Kandal"
"CMS100263","Ouk Sothea","8E","male","2012-11-11","ouk.sothea.8e@school.edu","sothea11112012","Village 07 8E Tuek Thla Takeo"
"CMS100264","Chhim Sothea","8F","female","2012-12-12","chhim.sothea.8f@school.edu","sothea12122012","Village 08 8F Prek Eng Kampong Cham"
"CMS100265","Yin Sothea","8A","male","2012-01-13","yin.sothea.8a@school.edu","sothea13012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100266","Touch Sothea","8B","female","2012-02-14","touch.sothea.8b@school.edu","sothea14022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100267","Ngov Sothea","8C","male","2012-03-15","ngov.sothea.8c@school.edu","sothea15032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100268","Suon Sothea","8D","female","2012-04-16","suon.sothea.8d@school.edu","sothea16042012","Village 04 8D Preaek Pra Kampot"
"CMS100269","Prak Sothea","8E","male","2012-05-17","prak.sothea.8e@school.edu","sothea17052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100270","Kim Sothea","8F","female","2012-06-18","kim.sothea.8f@school.edu","sothea18062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100271","Chhay Sothea","8A","male","2012-07-19","chhay.sothea.8a@school.edu","sothea19072012","Village 07 8A Tuek Thla Takeo"
"CMS100272","Nou Sothea","8B","female","2012-08-20","nou.sothea.8b@school.edu","sothea20082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100273","Heng Sothea","8C","male","2012-09-21","heng.sothea.8c@school.edu","sothea21092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100274","Pen Sothea","8D","female","2012-10-22","pen.sothea.8d@school.edu","sothea22102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100275","Sam Sothea","8E","male","2012-11-23","sam.sothea.8e@school.edu","sothea23112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100276","Korng Sothea","8F","female","2012-12-24","korng.sothea.8f@school.edu","sothea24122012","Village 04 8F Preaek Pra Kampot"
"CMS100277","Ros Sothea","8A","male","2012-01-25","ros.sothea.8a@school.edu","sothea25012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100278","Chin Sothea","8B","female","2012-02-26","chin.sothea.8b@school.edu","sothea26022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100279","Mao Sothea","8C","male","2012-03-27","mao.sothea.8c@school.edu","sothea27032012","Village 07 8C Tuek Thla Takeo"
"CMS100280","Lay Sothea","8D","female","2012-04-28","lay.sothea.8d@school.edu","sothea28042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100281","Vannak Sothea","8E","male","2012-05-01","vannak.sothea.8e@school.edu","sothea01052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100282","Sreypov Sothea","8F","female","2012-06-02","sreypov.sothea.8f@school.edu","sothea02062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100283","Rith Sothea","8A","male","2012-07-03","rith.sothea.8a@school.edu","sothea03072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100284","Borey Sothea","8B","female","2012-08-04","borey.sothea.8b@school.edu","sothea04082012","Village 04 8B Preaek Pra Kampot"
"CMS100285","Visal Sothea","8C","male","2012-09-05","visal.sothea.8c@school.edu","sothea05092012","Village 05 8C Ta Khmau Phnom Penh"
"CMS100286","Malis Sothea","8D","female","2012-10-06","malis.sothea.8d@school.edu","sothea06102012","Village 06 8D Boeng Keng Kang Kandal"
"CMS100287","Rattanak Sothea","8E","male","2012-11-07","rattanak.sothea.8e@school.edu","sothea07112012","Village 07 8E Tuek Thla Takeo"
"CMS100288","Sothea Sothea","8F","female","2012-12-08","sothea.sothea.8f@school.edu","sothea08122012","Village 08 8F Prek Eng Kampong Cham"
"CMS100289","Sok Bopha","8A","male","2012-01-09","sok.bopha.8a@school.edu","bopha09012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100290","Chan Bopha","8B","female","2012-02-10","chan.bopha.8b@school.edu","bopha10022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100291","Lim Bopha","8C","male","2012-03-11","lim.bopha.8c@school.edu","bopha11032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100292","Keo Bopha","8D","female","2012-04-12","keo.bopha.8d@school.edu","bopha12042012","Village 04 8D Preaek Pra Kampot"
"CMS100293","Phan Bopha","8E","male","2012-05-13","phan.bopha.8e@school.edu","bopha13052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100294","Meas Bopha","8F","female","2012-06-14","meas.bopha.8f@school.edu","bopha14062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100295","Ouk Bopha","8A","male","2012-07-15","ouk.bopha.8a@school.edu","bopha15072012","Village 07 8A Tuek Thla Takeo"
"CMS100296","Chhim Bopha","8B","female","2012-08-16","chhim.bopha.8b@school.edu","bopha16082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100297","Yin Bopha","8C","male","2012-09-17","yin.bopha.8c@school.edu","bopha17092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100298","Touch Bopha","8D","female","2012-10-18","touch.bopha.8d@school.edu","bopha18102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100299","Ngov Bopha","8E","male","2012-11-19","ngov.bopha.8e@school.edu","bopha19112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100300","Suon Bopha","8F","female","2012-12-20","suon.bopha.8f@school.edu","bopha20122012","Village 04 8F Preaek Pra Kampot"
"CMS100301","Prak Bopha","8A","male","2012-01-21","prak.bopha.8a@school.edu","bopha21012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100302","Kim Bopha","8B","female","2012-02-22","kim.bopha.8b@school.edu","bopha22022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100303","Chhay Bopha","8C","male","2012-03-23","chhay.bopha.8c@school.edu","bopha23032012","Village 07 8C Tuek Thla Takeo"
"CMS100304","Nou Bopha","8D","female","2012-04-24","nou.bopha.8d@school.edu","bopha24042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100305","Heng Bopha","8E","male","2012-05-25","heng.bopha.8e@school.edu","bopha25052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100306","Pen Bopha","8F","female","2012-06-26","pen.bopha.8f@school.edu","bopha26062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100307","Sam Bopha","8A","male","2012-07-27","sam.bopha.8a@school.edu","bopha27072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100308","Korng Bopha","8B","female","2012-08-28","korng.bopha.8b@school.edu","bopha28082012","Village 04 8B Preaek Pra Kampot"
"CMS100309","Ros Bopha","8C","male","2012-09-01","ros.bopha.8c@school.edu","bopha01092012","Village 05 8C Ta Khmau Phnom Penh"
"CMS100310","Chin Bopha","8D","female","2012-10-02","chin.bopha.8d@school.edu","bopha02102012","Village 06 8D Boeng Keng Kang Kandal"
"CMS100311","Mao Bopha","8E","male","2012-11-03","mao.bopha.8e@school.edu","bopha03112012","Village 07 8E Tuek Thla Takeo"
"CMS100312","Lay Bopha","8F","female","2012-12-04","lay.bopha.8f@school.edu","bopha04122012","Village 08 8F Prek Eng Kampong Cham"
"CMS100313","Vannak Bopha","8A","male","2012-01-05","vannak.bopha.8a@school.edu","bopha05012012","Village 01 8A Chbar Ampov Siem Reap"
"CMS100314","Sreypov Bopha","8B","female","2012-02-06","sreypov.bopha.8b@school.edu","bopha06022012","Village 02 8B Sala Kamreuk Battambang"
"CMS100315","Rith Bopha","8C","male","2012-03-07","rith.bopha.8c@school.edu","bopha07032012","Village 03 8C Svay Dangkum Banteay Meanchey"
"CMS100316","Borey Bopha","8D","female","2012-04-08","borey.bopha.8d@school.edu","bopha08042012","Village 04 8D Preaek Pra Kampot"
"CMS100317","Visal Bopha","8E","male","2012-05-09","visal.bopha.8e@school.edu","bopha09052012","Village 05 8E Ta Khmau Phnom Penh"
"CMS100318","Malis Bopha","8F","female","2012-06-10","malis.bopha.8f@school.edu","bopha10062012","Village 06 8F Boeng Keng Kang Kandal"
"CMS100319","Rattanak Bopha","8A","male","2012-07-11","rattanak.bopha.8a@school.edu","bopha11072012","Village 07 8A Tuek Thla Takeo"
"CMS100320","Sothea Bopha","8B","female","2012-08-12","sothea.bopha.8b@school.edu","bopha12082012","Village 08 8B Prek Eng Kampong Cham"
"CMS100321","Sok Soksan","8C","male","2012-09-13","sok.soksan.8c@school.edu","soksan13092012","Village 01 8C Chbar Ampov Siem Reap"
"CMS100322","Chan Soksan","8D","female","2012-10-14","chan.soksan.8d@school.edu","soksan14102012","Village 02 8D Sala Kamreuk Battambang"
"CMS100323","Lim Soksan","8E","male","2012-11-15","lim.soksan.8e@school.edu","soksan15112012","Village 03 8E Svay Dangkum Banteay Meanchey"
"CMS100324","Keo Soksan","8F","female","2012-12-16","keo.soksan.8f@school.edu","soksan16122012","Village 04 8F Preaek Pra Kampot"
"CMS100325","Phan Soksan","8A","male","2012-01-17","phan.soksan.8a@school.edu","soksan17012012","Village 05 8A Ta Khmau Phnom Penh"
"CMS100326","Meas Soksan","8B","female","2012-02-18","meas.soksan.8b@school.edu","soksan18022012","Village 06 8B Boeng Keng Kang Kandal"
"CMS100327","Ouk Soksan","8C","male","2012-03-19","ouk.soksan.8c@school.edu","soksan19032012","Village 07 8C Tuek Thla Takeo"
"CMS100328","Chhim Soksan","8D","female","2012-04-20","chhim.soksan.8d@school.edu","soksan20042012","Village 08 8D Prek Eng Kampong Cham"
"CMS100329","Yin Soksan","8E","male","2012-05-21","yin.soksan.8e@school.edu","soksan21052012","Village 01 8E Chbar Ampov Siem Reap"
"CMS100330","Touch Soksan","8F","female","2012-06-22","touch.soksan.8f@school.edu","soksan22062012","Village 02 8F Sala Kamreuk Battambang"
"CMS100331","Ngov Soksan","8A","male","2012-07-23","ngov.soksan.8a@school.edu","soksan23072012","Village 03 8A Svay Dangkum Banteay Meanchey"
"CMS100332","Suon Soksan","8B","female","2012-08-24","suon.soksan.8b@school.edu","soksan24082012","Village 04 8B Preaek Pra Kampot"
"CMS100333","Prak Soksan","9C","male","2011-09-25","prak.soksan.9c@school.edu","soksan25092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100334","Kim Soksan","9D","female","2011-10-26","kim.soksan.9d@school.edu","soksan26102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100335","Chhay Soksan","9E","male","2011-11-27","chhay.soksan.9e@school.edu","soksan27112011","Village 07 9E Tuek Thla Takeo"
"CMS100336","Nou Soksan","9F","female","2011-12-28","nou.soksan.9f@school.edu","soksan28122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100337","Heng Soksan","9A","male","2011-01-01","heng.soksan.9a@school.edu","soksan01012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100338","Pen Soksan","9B","female","2011-02-02","pen.soksan.9b@school.edu","soksan02022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100339","Sam Soksan","9C","male","2011-03-03","sam.soksan.9c@school.edu","soksan03032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100340","Korng Soksan","9D","female","2011-04-04","korng.soksan.9d@school.edu","soksan04042011","Village 04 9D Preaek Pra Kampot"
"CMS100341","Ros Soksan","9E","male","2011-05-05","ros.soksan.9e@school.edu","soksan05052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100342","Chin Soksan","9F","female","2011-06-06","chin.soksan.9f@school.edu","soksan06062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100343","Mao Soksan","9A","male","2011-07-07","mao.soksan.9a@school.edu","soksan07072011","Village 07 9A Tuek Thla Takeo"
"CMS100344","Lay Soksan","9B","female","2011-08-08","lay.soksan.9b@school.edu","soksan08082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100345","Vannak Soksan","9C","male","2011-09-09","vannak.soksan.9c@school.edu","soksan09092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100346","Sreypov Soksan","9D","female","2011-10-10","sreypov.soksan.9d@school.edu","soksan10102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100347","Rith Soksan","9E","male","2011-11-11","rith.soksan.9e@school.edu","soksan11112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100348","Borey Soksan","9F","female","2011-12-12","borey.soksan.9f@school.edu","soksan12122011","Village 04 9F Preaek Pra Kampot"
"CMS100349","Visal Soksan","9A","male","2011-01-13","visal.soksan.9a@school.edu","soksan13012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100350","Malis Soksan","9B","female","2011-02-14","malis.soksan.9b@school.edu","soksan14022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100351","Rattanak Soksan","9C","male","2011-03-15","rattanak.soksan.9c@school.edu","soksan15032011","Village 07 9C Tuek Thla Takeo"
"CMS100352","Sothea Soksan","9D","female","2011-04-16","sothea.soksan.9d@school.edu","soksan16042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100353","Sok Kanha","9E","male","2011-05-17","sok.kanha.9e@school.edu","kanha17052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100354","Chan Kanha","9F","female","2011-06-18","chan.kanha.9f@school.edu","kanha18062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100355","Lim Kanha","9A","male","2011-07-19","lim.kanha.9a@school.edu","kanha19072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100356","Keo Kanha","9B","female","2011-08-20","keo.kanha.9b@school.edu","kanha20082011","Village 04 9B Preaek Pra Kampot"
"CMS100357","Phan Kanha","9C","male","2011-09-21","phan.kanha.9c@school.edu","kanha21092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100358","Meas Kanha","9D","female","2011-10-22","meas.kanha.9d@school.edu","kanha22102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100359","Ouk Kanha","9E","male","2011-11-23","ouk.kanha.9e@school.edu","kanha23112011","Village 07 9E Tuek Thla Takeo"
"CMS100360","Chhim Kanha","9F","female","2011-12-24","chhim.kanha.9f@school.edu","kanha24122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100361","Yin Kanha","9A","male","2011-01-25","yin.kanha.9a@school.edu","kanha25012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100362","Touch Kanha","9B","female","2011-02-26","touch.kanha.9b@school.edu","kanha26022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100363","Ngov Kanha","9C","male","2011-03-27","ngov.kanha.9c@school.edu","kanha27032011","Village 03 9C Svay Dangkum Banteay Meanchey"
"CMS100364","Suon Kanha","9D","female","2011-04-28","suon.kanha.9d@school.edu","kanha28042011","Village 04 9D Preaek Pra Kampot"
"CMS100365","Prak Kanha","9E","male","2011-05-01","prak.kanha.9e@school.edu","kanha01052011","Village 05 9E Ta Khmau Phnom Penh"
"CMS100366","Kim Kanha","9F","female","2011-06-02","kim.kanha.9f@school.edu","kanha02062011","Village 06 9F Boeng Keng Kang Kandal"
"CMS100367","Chhay Kanha","9A","male","2011-07-03","chhay.kanha.9a@school.edu","kanha03072011","Village 07 9A Tuek Thla Takeo"
"CMS100368","Nou Kanha","9B","female","2011-08-04","nou.kanha.9b@school.edu","kanha04082011","Village 08 9B Prek Eng Kampong Cham"
"CMS100369","Heng Kanha","9C","male","2011-09-05","heng.kanha.9c@school.edu","kanha05092011","Village 01 9C Chbar Ampov Siem Reap"
"CMS100370","Pen Kanha","9D","female","2011-10-06","pen.kanha.9d@school.edu","kanha06102011","Village 02 9D Sala Kamreuk Battambang"
"CMS100371","Sam Kanha","9E","male","2011-11-07","sam.kanha.9e@school.edu","kanha07112011","Village 03 9E Svay Dangkum Banteay Meanchey"
"CMS100372","Korng Kanha","9F","female","2011-12-08","korng.kanha.9f@school.edu","kanha08122011","Village 04 9F Preaek Pra Kampot"
"CMS100373","Ros Kanha","9A","male","2011-01-09","ros.kanha.9a@school.edu","kanha09012011","Village 05 9A Ta Khmau Phnom Penh"
"CMS100374","Chin Kanha","9B","female","2011-02-10","chin.kanha.9b@school.edu","kanha10022011","Village 06 9B Boeng Keng Kang Kandal"
"CMS100375","Mao Kanha","9C","male","2011-03-11","mao.kanha.9c@school.edu","kanha11032011","Village 07 9C Tuek Thla Takeo"
"CMS100376","Lay Kanha","9D","female","2011-04-12","lay.kanha.9d@school.edu","kanha12042011","Village 08 9D Prek Eng Kampong Cham"
"CMS100377","Vannak Kanha","9E","male","2011-05-13","vannak.kanha.9e@school.edu","kanha13052011","Village 01 9E Chbar Ampov Siem Reap"
"CMS100378","Sreypov Kanha","9F","female","2011-06-14","sreypov.kanha.9f@school.edu","kanha14062011","Village 02 9F Sala Kamreuk Battambang"
"CMS100379","Rith Kanha","9A","male","2011-07-15","rith.kanha.9a@school.edu","kanha15072011","Village 03 9A Svay Dangkum Banteay Meanchey"
"CMS100380","Borey Kanha","9B","female","2011-08-16","borey.kanha.9b@school.edu","kanha16082011","Village 04 9B Preaek Pra Kampot"
"CMS100381","Visal Kanha","9C","male","2011-09-17","visal.kanha.9c@school.edu","kanha17092011","Village 05 9C Ta Khmau Phnom Penh"
"CMS100382","Malis Kanha","9D","female","2011-10-18","malis.kanha.9d@school.edu","kanha18102011","Village 06 9D Boeng Keng Kang Kandal"
"CMS100383","Rattanak Kanha","9E","male","2011-11-19","rattanak.kanha.9e@school.edu","kanha19112011","Village 07 9E Tuek Thla Takeo"
"CMS100384","Sothea Kanha","9F","female","2011-12-20","sothea.kanha.9f@school.edu","kanha20122011","Village 08 9F Prek Eng Kampong Cham"
"CMS100385","Sok Vichea","9A","male","2011-01-21","sok.vichea.9a@school.edu","vichea21012011","Village 01 9A Chbar Ampov Siem Reap"
"CMS100386","Chan Vichea","9B","female","2011-02-22","chan.vichea.9b@school.edu","vichea22022011","Village 02 9B Sala Kamreuk Battambang"
"CMS100387","Lim Vichea","9C","male","2011-03-23","lim.vichea.9c@school.edu","vichea23032011","Village 03 9C Svay Dangkum Banteay Meanchey"
